Position,GC,MluCI,NlaIII
1946600,33.25,6,0
1947000,42.75,1,5
1947400,44.5,3,1
1947800,42.75,4,1
1948200,35.75,6,1
1948600,36.5,1,1
1949000,37.75,2,0
1949400,32.25,0,1
1949800,34.25,1,1
1950200,39.75,1,0
1950600,41.75,3,2
1951000,40.0,2,0
1951400,38.25,3,3
1951800,32.5,6,3
1952200,40.0,4,0
1952600,37.25,5,0
1953000,32.5,8,0
1953400,28.0,4,1
1953800,30.75,11,5
1954200,42.25,1,3
1954600,34.25,5,0
1955000,34.5,4,0
1955400,35.25,4,1
1955800,34.75,2,1
1956200,32.25,5,1
1956600,33.0,5,3
1957000,27.25,6,0
1957400,29.25,8,0
1957800,33.0,5,1
1958200,29.5,3,1
1958600,28.5,2,1
1959000,33.0,6,5
1959400,30.5,7,1
1959800,27.25,4,0
1960200,33.0,4,1
1960600,37.0,3,1
1961000,37.25,3,0
1961400,43.0,1,1
1961800,42.25,3,2
1962200,43.5,1,0
1962600,38.75,2,1
1963000,42.25,2,2
1963400,41.5,2,2
1963800,44.0,2,1
1964200,39.25,5,3
1964600,36.0,3,1
1965000,35.5,3,1
1965400,36.25,3,1
1965800,33.5,4,1
1966200,39.75,1,0
1966600,40.0,2,1
1967000,39.25,2,0
1967400,39.0,2,0
1967800,36.0,0,1
1968200,33.25,4,0
1968600,42.5,1,0
1969000,43.75,0,0
1969400,41.0,2,0
1969800,43.0,0,3
1970200,41.25,2,0
1970600,49.75,1,3
1971000,42.5,1,2
1971400,40.75,3,2
1971800,41.5,2,3
1972200,43.5,3,1
1972600,44.5,1,3
1973000,41.5,2,2
1973400,39.75,1,0
1973800,40.5,1,0
1974200,39.5,2,1
1974600,41.25,0,3
1975000,42.0,1,0
1975400,41.25,5,1
1975800,40.25,2,0
1976200,39.25,2,0
1976600,38.0,4,1
1977000,32.75,3,1
1977400,42.25,7,3
1977800,43.25,6,3
1978200,44.25,3,1
1978600,47.5,2,3
1979000,38.25,3,1
1979400,42.0,2,0
1979800,37.75,3,0
1980200,43.0,1,0
1980600,39.0,2,1
1981000,45.25,3,2
1981400,42.0,3,1
1981800,44.5,0,1
1982200,42.25,1,2
1982600,39.75,2,2
1983000,36.0,3,0
1983400,35.25,4,2
1983800,36.5,2,0
1984200,37.0,2,0
1984600,43.25,1,1
1985000,43.75,1,3
1985400,41.75,0,1
1985800,44.0,2,3
1986200,33.0,6,2
1986600,29.75,8,2
1987000,33.25,9,0
1987400,27.5,7,0
1987800,41.25,0,1
1988200,42.75,2,2
1988600,42.75,2,2
1989000,42.75,2,3
1989400,46.75,2,0
1989800,42.0,2,2
1990200,44.75,1,1
1990600,44.0,2,1
1991000,42.5,0,2
1991400,47.25,3,4
1991800,41.0,4,0
1992200,38.0,2,1
1992600,40.75,0,1
1993000,43.25,3,3
1993400,45.5,2,1
1993800,43.0,2,4
1994200,48.25,2,3
1994600,38.25,1,0
1995000,35.75,4,1
1995400,33.5,5,0
1995800,34.25,9,2
1996200,32.0,6,0
1996600,28.25,5,2
1997000,31.0,7,0
1997400,43.5,5,0
1997800,41.5,5,0
1998200,39.5,4,5
1998600,44.0,1,2
1999000,45.75,1,1
1999400,47.25,3,1
1999800,44.25,1,1
2000200,46.5,2,0
2000600,39.75,4,2
2001000,44.75,1,0
2001400,43.25,5,2
2001800,44.5,3,0
2002200,41.5,4,0
2002600,39.5,4,1
2003000,43.75,2,3
2003400,41.0,3,0
2003800,42.5,6,3
2004200,46.25,2,3
2004600,48.5,0,3
2005000,45.25,3,0
2005400,46.5,0,2
2005800,38.0,3,3
2006200,46.25,1,2
2006600,44.0,0,2
2007000,46.25,0,1
2007400,32.25,1,1
2007800,45.0,4,0
2008200,36.5,5,1
2008600,44.75,2,1
2009000,41.0,1,2
2009400,44.0,6,0
2009800,45.0,1,2
2010200,45.0,4,1
2010600,39.25,6,0
2011000,42.5,4,1
2011400,42.75,3,3
2011800,44.75,1,1
2012200,40.75,6,0
2012600,36.0,1,0
2013000,45.0,2,1
2013400,37.5,6,0
2013800,40.0,4,3
2014200,40.25,1,0
2014600,44.0,0,0
2015000,39.25,3,2
2015400,40.75,3,0
2015800,46.5,2,4
2016200,41.0,2,2
2016600,48.5,0,0
2017000,47.0,0,1
2017400,38.25,3,1
2017800,42.25,1,0
2018200,37.5,2,1
2018600,44.25,1,2
2019000,46.25,0,1
2019400,42.5,4,0
2019800,43.0,2,2
2020200,44.5,6,1
2020600,43.25,4,2
2021000,43.5,2,5
2021400,41.5,1,1
2021800,41.5,2,1
2022200,46.0,2,3
2022600,44.75,4,3
2023000,46.75,1,3
2023400,32.25,5,0
2023800,34.25,6,0
2024200,34.5,1,2
2024600,38.75,1,1
2025000,43.5,1,1
2025400,41.75,3,0
2025800,37.0,4,3
2026200,34.25,7,0
2026600,43.0,2,1
2027000,40.75,6,3
2027400,41.5,2,1
2027800,43.75,2,0
2028200,47.75,4,1
2028600,46.25,2,2
2029000,45.75,2,2
2029400,44.5,2,1
2029800,49.0,1,2
2030200,40.5,5,0
2030600,39.25,4,1
2031000,45.75,3,1
2031400,46.0,2,0
2031800,44.5,4,3
2032200,44.5,3,3
2032600,39.0,2,0
2033000,34.5,1,0
2033400,36.0,3,1
2033800,37.75,3,0
2034200,41.25,3,0
2034600,45.25,0,3
2035000,42.25,2,2
2035400,44.75,2,3
2035800,30.75,4,0
2036200,47.25,3,4
2036600,43.5,6,1
2037000,43.25,2,0
2037400,42.75,4,0
2037800,42.5,0,3
2038200,41.0,1,2
2038600,41.75,3,2
2039000,39.75,6,0
2039400,32.0,8,0
2039800,34.25,7,0
2040200,32.0,3,1
2040600,43.0,2,2
2041000,43.0,2,1
2041400,35.75,3,1
2041800,34.5,2,0
2042200,29.25,4,1
2042600,38.75,3,0
2043000,47.0,1,5
2043400,41.75,1,2
2043800,43.25,3,2
2044200,43.0,1,0
2044600,43.0,1,2
2045000,35.75,1,1
2045400,42.0,4,2
2045800,40.0,1,1
2046200,43.25,2,0
2046600,41.25,1,1
2047000,37.5,3,0
2047400,43.0,1,2
2047800,39.75,4,1
2048200,39.0,1,1
2048600,35.25,3,3
2049000,44.75,3,1
2049400,39.0,3,0
2049800,40.25,2,2
2050200,44.0,2,2
2050600,31.5,0,3
2051000,39.0,2,1
2051400,43.25,0,1
2051800,43.5,4,2
2052200,41.0,1,2
2052600,41.75,2,1
2053000,40.25,1,1
2053400,37.75,3,0
2053800,35.75,6,3
2054200,41.0,4,0
2054600,36.25,1,0
2055000,37.75,3,1
2055400,32.25,5,2
2055800,38.75,4,1
2056200,27.25,10,1
2056600,28.0,2,1
2057000,44.75,0,0
2057400,39.75,4,0
2057800,34.5,4,2
2058200,37.5,5,1
2058600,38.25,3,0
2059000,36.25,5,0
2059400,38.0,0,1
2059800,35.0,5,2
2060200,36.75,12,1
2060600,39.25,3,1
2061000,34.75,4,0
2061400,40.5,4,0
2061800,40.5,3,1
2062200,42.25,2,0
2062600,43.5,2,1
2063000,37.5,0,2
2063400,41.0,2,3
2063800,44.75,2,3
2064200,42.25,0,0
2064600,43.0,3,5
2065000,46.5,2,3
2065400,43.75,3,3
2065800,40.5,2,1
2066200,37.25,1,0
2066600,39.75,2,2
2067000,38.0,4,1
2067400,32.75,6,2
2067800,28.75,7,0
2068200,31.5,6,0
2068600,32.75,4,3
2069000,28.25,3,0
2069400,34.0,8,1
2069800,32.0,7,0
2070200,36.25,3,0
2070600,29.25,4,0
2071000,42.25,1,0
2071400,39.0,3,0
2071800,36.75,3,0
2072200,36.25,4,3
2072600,35.0,8,3
2073000,34.5,7,2
2073400,31.25,10,1
2073800,31.5,6,0
2074200,38.25,6,2
2074600,35.5,1,1
2075000,35.25,7,2
2075400,33.25,6,0
2075800,31.5,7,0
2076200,34.75,0,1
2076600,37.0,5,1
2077000,35.0,2,0
2077400,35.75,7,0
2077800,40.0,3,1
2078200,47.5,2,2
2078600,43.5,1,0
2079000,42.25,1,0
2079400,42.25,2,1
2079800,41.75,5,2
2080200,43.75,1,2
2080600,37.25,3,1
2081000,46.25,1,0
2081400,39.75,5,1
2081800,41.75,1,1
2082200,38.75,2,1
2082600,41.75,2,0
2083000,44.75,4,0
2083400,39.5,1,0
2083800,41.0,7,3
2084200,41.0,3,1
2084600,42.0,3,2
2085000,40.25,3,1
2085400,39.0,2,3
2085800,39.5,1,0
2086200,43.0,3,2
2086600,36.0,2,2
2087000,45.5,0,1
2087400,40.0,1,0
2087800,40.75,5,3
2088200,39.5,4,1
2088600,42.75,0,1
2089000,38.0,1,0
2089400,43.25,1,1
2089800,45.25,5,1
2090200,45.25,2,3
2090600,43.75,3,1
2091000,31.5,8,0
2091400,37.25,1,1
2091800,41.75,4,0
2092200,43.75,2,1
2092600,43.5,3,2
2093000,30.5,4,2
2093400,41.75,0,0
2093800,41.0,4,1
2094200,42.5,2,2
2094600,40.25,3,1
2095000,40.0,4,3
2095400,39.75,4,1
2095800,43.25,0,2
2096200,43.5,2,1
2096600,43.0,2,1
2097000,40.25,5,2
2097400,38.5,1,1
2097800,41.0,4,3
2098200,36.0,1,1
2098600,44.75,2,0
2099000,42.0,3,0
2099400,41.5,1,1
2099800,36.75,2,2
2100200,34.5,7,1
2100600,39.75,1,2
2101000,44.75,2,2
2101400,42.25,1,3
2101800,41.75,2,1
2102200,29.75,7,0
2102600,35.0,7,0
2103000,29.25,4,0
2103400,32.25,2,0
2103800,35.25,4,2
2104200,30.75,9,2
2104600,30.75,7,1
2105000,33.0,5,1
2105400,29.75,3,1
2105800,29.75,7,0
2106200,30.25,4,0
2106600,30.5,5,0
2107000,32.0,7,0
2107400,32.25,6,0
2107800,45.0,0,2
2108200,42.75,1,2
2108600,41.5,3,3
2109000,41.5,0,2
2109400,34.25,7,2
2109800,32.75,2,0
2110200,46.75,2,1
2110600,41.75,2,0
2111000,42.75,2,1
2111400,37.5,3,1
2111800,38.0,3,3
2112200,40.25,2,0
2112600,40.75,4,3
